1,bulbasaur,,1,16,7,69,green,quadruped,1,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/1.png,24/01/18 06:11,24/01/18 06:11
2,ivysaur,1,1,32,10,130,green,quadruped,2,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/2.png,24/01/18 06:11,24/01/18 06:11
3,venusaur,2,1,16,20,1000,green,quadruped,3,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/3.png,24/01/18 06:11,24/01/18 06:11
4,charmander,,2,36,6,85,red,upright,4,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/4.png,24/01/18 06:11,24/01/18 06:11
5,charmeleon,4,2,16,11,190,red,upright,5,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/5.png,24/01/18 06:11,24/01/18 06:11
6,charizard,5,2,36,17,905,red,upright,6,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/6.png,24/01/18 06:11,24/01/18 06:11
7,squirtle,,3,7,5,90,blue,upright,7,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/7.png,24/01/18 06:11,24/01/18 06:11
8,wartortle,7,3,10,10,225,blue,upright,8,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/8.png,24/01/18 06:11,24/01/18 06:11
9,blastoise,8,3,7,16,855,blue,upright,9,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/9.png,24/01/18 06:11,24/01/18 06:11
10,caterpie,,4,10,3,29,green,armor,10,255,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10.png,24/01/18 06:11,24/01/18 06:11
11,metapod,10,4,18,7,99,green,squiggle,11,120,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/11.png,24/01/18 06:11,24/01/18 06:11
12,butterfree,11,4,36,11,320,white,bug-wings,12,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/12.png,24/01/18 06:11,24/01/18 06:11
13,weedle,,5,20,3,32,brown,armor,13,255,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/13.png,24/01/18 06:11,24/01/18 06:11
14,kakuna,13,5,20,6,100,yellow,squiggle,14,120,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/14.png,24/01/18 06:11,24/01/18 06:11
15,beedrill,14,5,22,10,295,yellow,bug-wings,15,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/15.png,24/01/18 06:11,24/01/18 06:11
16,pidgey,,6,,3,18,brown,wings,16,255,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/16.png,24/01/18 06:11,24/01/18 06:11
17,pidgeotto,16,6,,11,300,brown,wings,17,120,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/17.png,24/01/18 06:11,24/01/18 06:11
18,pidgeot,17,6,22,15,395,brown,wings,18,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/18.png,24/01/18 06:11,24/01/18 06:11
19,rattata,,7,16,3,35,purple,quadruped,19,255,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/19.png,24/01/18 06:11,24/01/18 06:11
20,raticate,19,7,,7,185,brown,quadruped,20,127,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/20.png,24/01/18 06:11,24/01/18 06:11
21,spearow,,8,16,3,20,brown,wings,21,255,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/21.png,24/01/18 06:11,24/01/18 06:11
22,fearow,21,8,,12,380,brown,wings,22,90,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/22.png,24/01/18 06:11,24/01/18 06:11
23,ekans,,9,,20,69,purple,squiggle,23,255,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/23.png,24/01/18 06:11,24/01/18 06:11
24,arbok,23,9,,35,650,purple,squiggle,24,90,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/24.png,24/01/18 06:11,24/01/18 06:11
25,pikachu,172,10,,4,60,yellow,quadruped,25,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/25.png,24/01/18 06:11,24/01/18 06:11
26,raichu,25,10,,8,300,yellow,upright,26,75,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/26.png,24/01/18 06:11,24/01/18 06:11
27,sandshrew,,11,,6,120,yellow,upright,27,255,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/27.png,24/01/18 06:11,24/01/18 06:11
28,sandslash,27,11,22,10,295,yellow,upright,28,90,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/28.png,24/01/18 06:11,24/01/18 06:11
29,nidoran-f,,12,21,4,70,blue,quadruped,29,235,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/29.png,24/01/18 06:11,24/01/18 06:11
30,nidorina,29,12,,8,200,blue,quadruped,30,120,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/30.png,24/01/18 06:11,24/01/18 06:11
31,nidoqueen,30,12,24,13,600,blue,upright,31,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/31.png,24/01/18 06:11,24/01/18 06:11
32,nidoran-m,,13,31,5,90,purple,quadruped,32,235,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/32.png,24/01/18 06:11,24/01/18 06:11
33,nidorino,32,13,26,9,195,purple,quadruped,33,120,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/33.png,24/01/18 06:11,24/01/18 06:11
34,nidoking,33,13,28,14,620,purple,upright,34,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/34.png,24/01/18 06:11,24/01/18 06:11
35,clefairy,173,14,33,6,75,pink,upright,35,150,fast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/35.png,24/01/18 06:11,24/01/18 06:11
36,clefable,35,14,28,13,400,pink,upright,36,25,fast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/36.png,24/01/18 06:11,24/01/18 06:11
37,vulpix,,15,,6,99,brown,quadruped,37,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/37.png,24/01/18 06:11,24/01/18 06:11
38,ninetales,37,15,25,11,199,yellow,quadruped,38,75,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/38.png,24/01/18 06:11,24/01/18 06:11
39,jigglypuff,174,16,,5,55,pink,humanoid,39,170,fast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/39.png,24/01/18 06:11,24/01/18 06:11
40,wigglytuff,39,16,16,10,120,pink,humanoid,40,50,fast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/40.png,24/01/18 06:11,24/01/18 06:11
41,zubat,,17,,8,75,purple,wings,41,255,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/41.png,24/01/18 06:11,24/01/18 06:11
42,golbat,41,17,28,16,550,purple,wings,42,90,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/42.png,24/01/18 06:11,24/01/18 06:11
43,oddish,,18,,5,54,blue,legs,43,255,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/43.png,24/01/18 06:11,24/01/18 06:11
44,gloom,43,18,21,8,86,blue,humanoid,44,120,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/44.png,24/01/18 06:11,24/01/18 06:11
45,vileplume,44,18,,12,186,red,humanoid,45,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/45.png,24/01/18 06:11,24/01/18 06:11
46,paras,,19,30,3,54,red,armor,46,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/46.png,24/01/18 06:11,24/01/18 06:11
47,parasect,46,19,25,10,295,red,armor,47,75,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/47.png,24/01/18 06:11,24/01/18 06:11
48,venonat,,20,,10,300,purple,humanoid,48,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/48.png,24/01/18 06:11,24/01/18 06:11
49,venomoth,48,20,40,15,125,purple,bug-wings,49,75,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/49.png,24/01/18 06:11,24/01/18 06:11
50,diglett,,21,37,2,8,brown,blob,50,255,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/50.png,24/01/18 06:11,24/01/18 06:11
51,dugtrio,50,21,30,7,333,brown,heads,51,50,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/51.png,24/01/18 06:11,24/01/18 06:11
52,meowth,,22,31,4,42,yellow,quadruped,52,255,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/52.png,24/01/18 06:11,24/01/18 06:11
53,persian,52,22,34,10,320,yellow,quadruped,53,90,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/53.png,24/01/18 06:11,24/01/18 06:11
54,psyduck,,23,38,8,196,yellow,upright,54,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/54.png,24/01/18 06:11,24/01/18 06:11
55,golduck,54,23,,17,766,blue,upright,55,75,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png,24/01/18 06:11,24/01/18 06:11
56,mankey,,24,25,5,280,brown,upright,56,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png,24/01/18 06:11,24/01/18 06:11
57,primeape,56,24,,10,320,brown,upright,57,75,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/57.png,24/01/18 06:11,24/01/18 06:11
58,growlithe,,25,26,7,190,brown,quadruped,58,190,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png,24/01/18 06:11,24/01/18 06:11
59,arcanine,58,25,28,19,1550,brown,quadruped,59,75,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png,24/01/18 06:11,24/01/18 06:11
60,poliwag,,26,30,6,124,blue,legs,60,255,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png,24/01/18 06:11,24/01/18 06:11
61,poliwhirl,60,26,,10,200,blue,humanoid,61,120,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png,24/01/18 06:11,24/01/18 06:11
62,poliwrath,61,26,28,13,540,blue,humanoid,62,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png,24/01/18 06:11,24/01/18 06:11
63,abra,,27,20,9,195,brown,upright,63,200,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png,24/01/18 06:11,24/01/18 06:11
64,kadabra,63,27,20,13,565,brown,upright,64,100,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png,24/01/18 06:11,24/01/18 06:11
65,alakazam,64,27,35,15,480,brown,humanoid,65,50,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png,24/01/18 06:11,24/01/18 06:11
66,machop,,28,42,8,195,gray,upright,66,180,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png,24/01/18 06:11,24/01/18 06:11
67,machoke,66,28,,15,705,gray,humanoid,67,90,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png,24/01/18 06:11,24/01/18 06:11
68,machamp,67,28,32,16,1300,gray,humanoid,68,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/68.png,24/01/18 06:11,24/01/18 06:11
69,bellsprout,,29,33,7,40,green,humanoid,69,255,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/69.png,24/01/18 06:11,24/01/18 06:11
70,weepinbell,69,29,,10,64,green,blob,70,120,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/70.png,24/01/18 06:11,24/01/18 06:11
71,victreebel,70,29,,17,155,green,blob,71,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/71.png,24/01/18 06:11,24/01/18 06:11
72,tentacool,,30,30,9,455,blue,tentacles,72,190,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/72.png,24/01/18 06:11,24/01/18 06:11
73,tentacruel,72,30,30,16,550,blue,tentacles,73,60,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/73.png,24/01/18 06:11,24/01/18 06:11
74,geodude,,31,30,4,200,brown,arms,74,255,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/74.png,24/01/18 06:11,24/01/18 06:11
75,graveler,74,31,20,10,1050,brown,humanoid,75,120,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/75.png,24/01/18 06:11,24/01/18 06:11
76,golem,75,31,,14,3000,brown,humanoid,76,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/76.png,24/01/18 06:11,24/01/18 06:11
77,ponyta,,32,,10,300,yellow,quadruped,77,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/77.png,24/01/18 06:11,24/01/18 06:11
78,rapidash,77,32,,17,950,yellow,quadruped,78,60,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/78.png,24/01/18 06:11,24/01/18 06:11
79,slowpoke,,33,40,12,360,pink,quadruped,79,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/79.png,24/01/18 06:11,24/01/18 06:11
80,slowbro,79,33,40,16,785,pink,upright,80,75,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/80.png,24/01/18 06:11,24/01/18 06:11
81,magnemite,,34,,3,60,gray,arms,81,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/81.png,24/01/18 06:11,24/01/18 06:11
82,magneton,81,34,30,10,600,gray,heads,82,60,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/82.png,24/01/18 06:11,24/01/18 06:11
83,farfetchd,,35,55,8,150,brown,wings,83,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/83.png,24/01/18 06:11,24/01/18 06:11
84,doduo,,36,16,14,392,brown,legs,84,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/84.png,24/01/18 06:11,24/01/18 06:11
85,dodrio,84,36,32,18,852,brown,legs,85,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/85.png,24/01/18 06:11,24/01/18 06:11
86,seel,,37,14,11,900,white,fish,86,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/86.png,24/01/18 06:11,24/01/18 06:11
87,dewgong,86,37,36,17,1200,white,fish,87,75,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/87.png,24/01/18 06:11,24/01/18 06:11
88,grimer,,38,18,9,300,purple,arms,88,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/88.png,24/01/18 06:11,24/01/18 06:11
89,muk,88,38,30,12,300,purple,arms,89,75,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/89.png,24/01/18 06:11,24/01/18 06:11
90,shellder,,39,15,3,40,purple,ball,90,190,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/90.png,24/01/18 06:11,24/01/18 06:11
91,cloyster,90,39,20,15,1325,purple,ball,91,60,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/91.png,24/01/18 06:11,24/01/18 06:11
92,gastly,,40,18,13,1,purple,ball,92,190,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/92.png,24/01/18 06:11,24/01/18 06:11
93,haunter,92,40,22,16,1,purple,arms,93,90,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/93.png,24/01/18 06:11,24/01/18 06:11
94,gengar,93,40,,15,405,purple,upright,94,45,medium-slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/94.png,24/01/18 06:11,24/01/18 06:11
95,onix,,41,27,88,2100,gray,squiggle,95,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/95.png,24/01/18 06:11,24/01/18 06:11
96,drowzee,,42,,10,324,yellow,humanoid,96,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/96.png,24/01/18 06:11,24/01/18 06:11
97,hypno,96,42,25,16,756,yellow,humanoid,97,75,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/97.png,24/01/18 06:11,24/01/18 06:11
98,krabby,,43,15,4,65,red,armor,98,225,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/98.png,24/01/18 06:11,24/01/18 06:11
99,kingler,98,43,30,13,600,red,armor,99,60,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/99.png,24/01/18 06:11,24/01/18 06:11
100,voltorb,,44,,5,104,red,ball,100,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/100.png,24/01/18 06:11,24/01/18 06:11
101,electrode,100,44,,12,666,red,ball,101,60,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/101.png,24/01/18 06:11,24/01/18 06:11
102,exeggcute,,45,18,4,25,pink,heads,102,90,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/102.png,24/01/18 06:11,24/01/18 06:11
103,exeggutor,102,45,,20,1200,yellow,legs,103,45,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/103.png,24/01/18 06:11,24/01/18 06:11
104,cubone,,46,,4,65,brown,upright,104,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/104.png,24/01/18 06:11,24/01/18 06:11
105,marowak,104,46,18,10,450,brown,upright,105,75,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/105.png,24/01/18 06:11,24/01/18 06:11
106,hitmonlee,236,47,27,15,498,brown,humanoid,106,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/106.png,24/01/18 06:11,24/01/18 06:11
107,hitmonchan,236,47,,14,502,brown,humanoid,107,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/107.png,24/01/18 06:11,24/01/18 06:11
108,lickitung,,48,20,12,655,pink,upright,108,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/108.png,24/01/18 06:11,24/01/18 06:11
109,koffing,,49,,6,10,purple,ball,109,190,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/109.png,24/01/18 06:11,24/01/18 06:11
110,weezing,109,49,,12,95,purple,heads,110,60,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/110.png,24/01/18 06:11,24/01/18 06:11
111,rhyhorn,,50,,10,1150,gray,quadruped,111,120,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/111.png,24/01/18 06:11,24/01/18 06:11
112,rhydon,111,50,15,19,1200,gray,upright,112,60,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/112.png,24/01/18 06:11,24/01/18 06:11
113,chansey,440,51,31,11,346,pink,upright,113,30,fast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/113.png,24/01/18 06:11,24/01/18 06:11
114,tangela,,52,,10,350,blue,legs,114,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/114.png,24/01/18 06:11,24/01/18 06:11
115,kangaskhan,,53,23,22,800,brown,upright,115,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/115.png,24/01/18 06:11,24/01/18 06:11
116,horsea,,54,,4,80,blue,blob,116,225,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/116.png,24/01/18 06:11,24/01/18 06:11
117,seadra,116,54,30,12,250,blue,blob,117,75,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/117.png,24/01/18 06:11,24/01/18 06:11
118,goldeen,,55,38,6,150,red,fish,118,225,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/118.png,24/01/18 06:11,24/01/18 06:11
119,seaking,118,55,33,13,390,red,fish,119,60,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/119.png,24/01/18 06:11,24/01/18 06:11
120,staryu,,56,25,8,345,brown,blob,120,225,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/120.png,24/01/18 06:11,24/01/18 06:11
121,starmie,120,56,,11,800,purple,blob,121,60,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/121.png,24/01/18 06:11,24/01/18 06:11
122,mr-mime,439,57,24,13,545,pink,humanoid,122,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/122.png,24/01/18 06:11,24/01/18 06:11
123,scyther,,58,,15,560,green,bug-wings,123,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/123.png,24/01/18 06:11,24/01/18 06:11
124,jynx,238,59,25,14,406,red,humanoid,124,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/124.png,24/01/18 06:11,24/01/18 06:11
125,electabuzz,239,60,,11,300,yellow,upright,125,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/125.png,24/01/18 06:11,24/01/18 06:11
126,magmar,240,61,20,13,445,red,upright,126,45,medium,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/126.png,24/01/18 06:11,24/01/18 06:11
127,pinsir,,62,,15,550,brown,humanoid,127,45,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/127.png,24/01/18 06:11,24/01/18 06:11
128,tauros,,63,30,14,884,brown,quadruped,128,45,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/128.png,24/01/18 06:11,24/01/18 06:11
129,magikarp,,64,55,9,100,red,fish,129,255,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/129.png,24/01/18 06:11,24/01/18 06:11
130,gyarados,129,64,16,65,2350,blue,squiggle,130,45,slow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/130.png,24/01/18 06:11,24/01/18 06:11
